State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Tulare,6,107,1/25/2017,64,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,1/26/2017,70,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,1/27/2017,86,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,1/28/2017,81,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,1/29/2017,88,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,1/30/2017,99,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,1/31/2017,102,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,2/1/2017,90,Moderate,PM2.5,06-107-2002,2
California,Tulare,6,107,2/2/2017,66,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,2/3/2017,43,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,2/4/2017,40,Good,PM2.5,06-107-2002,3
California,Tulare,6,107,2/5/2017,42,Good,PM2.5,06-107-2002,3
California,Tulare,6,107,2/6/2017,29,Good,Ozone,06-107-2010,4
California,Tulare,6,107,2/7/2017,29,Good,Ozone,06-107-2010,3
California,Tulare,6,107,2/8/2017,22,Good,Ozone,06-107-2010,3
California,Tulare,6,107,2/9/2017,45,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,2/10/2017,30,Good,Ozone,06-107-0009,3
California,Tulare,6,107,2/11/2017,29,Good,Ozone,06-107-0009,3
California,Tulare,6,107,2/12/2017,56,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,2/13/2017,59,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,2/14/2017,93,Moderate,PM2.5,06-107-2010,3
California,Tulare,6,107,2/15/2017,75,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,2/16/2017,35,Good,PM2.5,06-107-2002,3
California,Tulare,6,107,2/17/2017,31,Good,Ozone,06-107-2010,3
California,Tulare,6,107,2/18/2017,44,Good,Ozone,06-107-2010,4
California,Tulare,6,107,2/19/2017,35,Good,Ozone,06-107-2010,3
California,Tulare,6,107,2/20/2017,35,Good,Ozone,06-107-0009,3
California,Tulare,6,107,2/21/2017,35,Good,Ozone,06-107-2010,4
California,Tulare,6,107,2/22/2017,37,Good,Ozone,06-107-0009,3
California,Tulare,6,107,2/23/2017,36,Good,Ozone,06-107-2010,3
California,Tulare,6,107,2/24/2017,40,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,2/25/2017,52,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,2/26/2017,70,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,2/27/2017,46,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,2/28/2017,44,Good,PM2.5,06-107-2010,3
California,Tulare,6,107,3/1/2017,58,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,3/2/2017,68,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,3/3/2017,72,Moderate,PM2.5,06-107-2002,2
California,Tulare,6,107,3/4/2017,55,Moderate,PM2.5,06-107-2002,2
California,Tulare,6,107,3/5/2017,37,Good,Ozone,06-107-2010,3
California,Tulare,6,107,3/6/2017,40,Good,Ozone,06-107-2010,2
California,Tulare,6,107,3/7/2017,45,Good,PM2.5,06-107-2002,2
California,Tulare,6,107,3/8/2017,59,Moderate,PM2.5,06-107-2010,3
California,Tulare,6,107,3/9/2017,85,Moderate,PM2.5,06-107-2002,2
California,Tulare,6,107,3/10/2017,97,Moderate,PM2.5,06-107-2010,2
California,Tulare,6,107,3/11/2017,103,Unhealthy for Sensitive Groups,PM2.5,06-107-2010,3
California,Tulare,6,107,3/12/2017,91,Moderate,PM2.5,06-107-2010,2
California,Tulare,6,107,3/13/2017,88,Moderate,PM2.5,06-107-2010,2
California,Tulare,6,107,3/14/2017,79,Moderate,PM2.5,06-107-2010,4
California,Tulare,6,107,3/15/2017,47,Good,Ozone,06-107-2010,3
California,Tulare,6,107,3/16/2017,71,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,3/17/2017,77,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,3/18/2017,55,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,3/19/2017,75,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,3/20/2017,47,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,3/21/2017,27,Good,PM2.5,06-107-2002,3
California,Tulare,6,107,3/22/2017,42,Good,Ozone,06-107-2002,3
California,Tulare,6,107,3/23/2017,40,Good,Ozone,06-107-2002,4
California,Tulare,6,107,3/24/2017,45,Good,PM2.5,06-107-2010,3
California,Tulare,6,107,3/25/2017,44,Good,Ozone,06-107-2002,3
California,Tulare,6,107,3/26/2017,51,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,3/27/2017,40,Good,Ozone,06-107-2002,3
California,Tulare,6,107,3/28/2017,41,Good,Ozone,06-107-2002,3
California,Tulare,6,107,3/29/2017,50,Good,Ozone,06-107-2002,4
California,Tulare,6,107,3/30/2017,55,Moderate,PM2.5,06-107-2010,3
California,Tulare,6,107,3/31/2017,45,Good,PM2.5,06-107-2010,3
California,Tulare,6,107,4/1/2017,58,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/2/2017,74,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/3/2017,54,Moderate,Ozone,06-107-2002,3
California,Tulare,6,107,4/4/2017,74,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/5/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-2002,3
California,Tulare,6,107,4/6/2017,59,Moderate,PM2.5,06-107-2010,3
California,Tulare,6,107,4/7/2017,45,Good,Ozone,06-107-0006,5
California,Tulare,6,107,4/8/2017,48,Good,Ozone,06-107-0006,4
California,Tulare,6,107,4/9/2017,50,Good,Ozone,06-107-2002,4
California,Tulare,6,107,4/10/2017,48,Good,Ozone,06-107-2002,5
California,Tulare,6,107,4/11/2017,67,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/12/2017,47,Good,Ozone,06-107-2002,4
California,Tulare,6,107,4/13/2017,44,Good,Ozone,06-107-2002,5
California,Tulare,6,107,4/14/2017,45,Good,Ozone,06-107-2002,4
California,Tulare,6,107,4/15/2017,61,Moderate,Ozone,06-107-0006,4
California,Tulare,6,107,4/16/2017,58,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/17/2017,44,Good,Ozone,06-107-2002,4
California,Tulare,6,107,4/18/2017,41,Good,PM2.5,06-107-2010,4
California,Tulare,6,107,4/19/2017,58,Moderate,PM2.5,06-107-2010,5
California,Tulare,6,107,4/20/2017,54,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/21/2017,61,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/22/2017,97,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/23/2017,51,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/24/2017,47,Good,Ozone,06-107-2002,4
California,Tulare,6,107,4/25/2017,54,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/26/2017,49,Good,Ozone,06-107-2010,4
California,Tulare,6,107,4/27/2017,51,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/28/2017,67,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,4/29/2017,77,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,4/30/2017,105,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/1/2017,80,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,5/2/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/3/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/4/2017,150,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,5/5/2017,67,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,5/6/2017,45,Good,Ozone,06-107-2002,4
California,Tulare,6,107,5/7/2017,48,Good,Ozone,06-107-2002,5
California,Tulare,6,107,5/8/2017,87,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,5/9/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/10/2017,97,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,5/11/2017,93,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,5/12/2017,39,Good,Ozone,06-107-2010,4
California,Tulare,6,107,5/13/2017,50,Good,Ozone,06-107-2002,5
California,Tulare,6,107,5/14/2017,50,Good,Ozone,06-107-2002,4
California,Tulare,6,107,5/15/2017,45,Good,Ozone,06-107-2010,4
California,Tulare,6,107,5/16/2017,50,Good,Ozone,06-107-2002,5
California,Tulare,6,107,5/17/2017,42,Good,Ozone,06-107-2002,4
California,Tulare,6,107,5/18/2017,51,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,5/19/2017,93,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,5/20/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/21/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,5/22/2017,140,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,5/23/2017,164,Unhealthy,Ozone,06-107-2002,4
California,Tulare,6,107,5/24/2017,159,Unhealthy,Ozone,06-107-0009,4
California,Tulare,6,107,5/25/2017,64,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,5/26/2017,46,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,5/27/2017,80,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,5/28/2017,100,Moderate,Ozone,06-107-2010,5
California,Tulare,6,107,5/29/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,5/30/2017,93,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,5/31/2017,47,Good,Ozone,06-107-0006,5
California,Tulare,6,107,6/1/2017,64,Moderate,Ozone,06-107-2010,4
California,Tulare,6,107,6/2/2017,100,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,6/3/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,6/4/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,6/5/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,6/6/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,6/7/2017,150,Unhealthy for Sensitive Groups,Ozone,06-107-0006,4
California,Tulare,6,107,6/8/2017,80,Moderate,Ozone,06-107-0006,4
California,Tulare,6,107,6/9/2017,44,Good,Ozone,06-107-2002,5
California,Tulare,6,107,6/10/2017,47,Good,Ozone,06-107-2002,4
California,Tulare,6,107,6/11/2017,39,Good,Ozone,06-107-2002,4
California,Tulare,6,107,6/12/2017,45,Good,Ozone,06-107-2002,5
California,Tulare,6,107,6/13/2017,61,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,6/14/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,6/15/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,6/16/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,6/17/2017,119,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,6/18/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-2010,5
California,Tulare,6,107,6/19/2017,140,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,6/20/2017,154,Unhealthy,Ozone,06-107-2002,4
California,Tulare,6,107,6/21/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,6/22/2017,161,Unhealthy,Ozone,06-107-2010,4
California,Tulare,6,107,6/23/2017,166,Unhealthy,Ozone,06-107-0009,4
California,Tulare,6,107,6/24/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,6/25/2017,151,Unhealthy,Ozone,06-107-0009,4
California,Tulare,6,107,6/26/2017,77,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,6/27/2017,101,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,6/28/2017,100,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,6/29/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,6/30/2017,140,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/1/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/2/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/3/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/4/2017,133,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/5/2017,136,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/6/2017,151,Unhealthy,Ozone,06-107-0009,5
California,Tulare,6,107,7/7/2017,151,Unhealthy,Ozone,06-107-2010,4
California,Tulare,6,107,7/8/2017,147,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/9/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/10/2017,147,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/11/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-0006,4
California,Tulare,6,107,7/12/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/13/2017,105,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/14/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/15/2017,159,Unhealthy,Ozone,06-107-0009,5
California,Tulare,6,107,7/16/2017,136,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/17/2017,147,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/18/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/19/2017,147,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/20/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/21/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/22/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/23/2017,156,Unhealthy,Ozone,06-107-0009,4
California,Tulare,6,107,7/24/2017,100,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,7/25/2017,100,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,7/26/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/27/2017,133,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/28/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/29/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,7/30/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,7/31/2017,147,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,8/1/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/2/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,8/3/2017,77,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/4/2017,101,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/5/2017,100,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,8/6/2017,84,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/7/2017,90,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/8/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,8/9/2017,100,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/10/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/11/2017,136,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,8/12/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/13/2017,87,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/14/2017,54,Moderate,Ozone,06-107-0006,5
California,Tulare,6,107,8/15/2017,61,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/16/2017,84,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/17/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,8/18/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/19/2017,133,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/20/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/21/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,8/22/2017,100,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,8/23/2017,151,Unhealthy,Ozone,06-107-0009,5
California,Tulare,6,107,8/24/2017,136,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,8/25/2017,133,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,8/26/2017,129,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,8/27/2017,93,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,8/28/2017,161,Unhealthy,Ozone,06-107-2002,4
California,Tulare,6,107,8/29/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,8/30/2017,159,Unhealthy,Ozone,06-107-0009,4
California,Tulare,6,107,8/31/2017,156,Unhealthy,Ozone,06-107-0009,3
California,Tulare,6,107,9/1/2017,108,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,9/2/2017,161,Unhealthy,Ozone,06-107-2002,3
California,Tulare,6,107,9/3/2017,113,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,9/4/2017,71,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,9/5/2017,87,Moderate,Ozone,06-107-0009,3
California,Tulare,6,107,9/6/2017,97,Moderate,Ozone,06-107-2002,3
California,Tulare,6,107,9/7/2017,105,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,9/8/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,9/9/2017,112,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,9/10/2017,115,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,9/11/2017,80,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,9/12/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,9/13/2017,74,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,9/14/2017,51,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,9/15/2017,67,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,9/16/2017,90,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,9/17/2017,105,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,9/18/2017,93,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,9/19/2017,57,Moderate,PM10,06-107-2002,5
California,Tulare,6,107,9/20/2017,58,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,9/21/2017,39,Good,Ozone,06-107-2002,4
California,Tulare,6,107,9/22/2017,44,Good,Ozone,06-107-0009,5
California,Tulare,6,107,9/23/2017,48,Good,Ozone,06-107-0009,4
California,Tulare,6,107,9/24/2017,50,Good,Ozone,06-107-0009,4
California,Tulare,6,107,9/25/2017,67,Moderate,Ozone,06-107-0009,5
California,Tulare,6,107,9/26/2017,80,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,9/27/2017,93,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,9/28/2017,100,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,9/29/2017,101,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,9/30/2017,77,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,10/1/2017,60,Moderate,PM10,06-107-2002,5
California,Tulare,6,107,10/2/2017,77,Moderate,PM10,06-107-2002,4
California,Tulare,6,107,10/3/2017,76,Moderate,PM10,06-107-2002,4
California,Tulare,6,107,10/4/2017,63,Moderate,PM10,06-107-2002,5
California,Tulare,6,107,10/5/2017,74,Moderate,Ozone,06-107-0009,4
California,Tulare,6,107,10/6/2017,80,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/7/2017,84,Moderate,Ozone,06-107-2010,5
California,Tulare,6,107,10/8/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,10/9/2017,95,Moderate,PM10,06-107-2002,4
California,Tulare,6,107,10/10/2017,82,Moderate,PM10,06-107-2002,5
California,Tulare,6,107,10/11/2017,99,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,10/12/2017,95,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,10/13/2017,72,Moderate,PM2.5,06-107-2010,5
California,Tulare,6,107,10/14/2017,93,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/15/2017,100,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/16/2017,84,Moderate,PM2.5,06-107-2002,5
California,Tulare,6,107,10/17/2017,122,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,10/18/2017,126,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,10/19/2017,143,Unhealthy for Sensitive Groups,Ozone,06-107-0009,5
California,Tulare,6,107,10/20/2017,44,Good,Ozone,06-107-0006,4
California,Tulare,6,107,10/21/2017,49,Good,PM2.5,06-107-2002,4
California,Tulare,6,107,10/22/2017,55,Moderate,PM2.5,06-107-2002,5
California,Tulare,6,107,10/23/2017,67,Moderate,Ozone,06-107-2010,4
California,Tulare,6,107,10/24/2017,97,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/25/2017,80,Moderate,Ozone,06-107-2002,5
California,Tulare,6,107,10/26/2017,97,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/27/2017,101,Unhealthy for Sensitive Groups,Ozone,06-107-2002,4
California,Tulare,6,107,10/28/2017,119,Unhealthy for Sensitive Groups,Ozone,06-107-2002,5
California,Tulare,6,107,10/29/2017,100,Moderate,Ozone,06-107-2002,4
California,Tulare,6,107,10/30/2017,101,Unhealthy for Sensitive Groups,Ozone,06-107-0009,4
California,Tulare,6,107,10/31/2017,42,Good,Ozone,06-107-2002,5
California,Tulare,6,107,11/1/2017,60,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/2/2017,66,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/3/2017,54,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,11/4/2017,37,Good,Ozone,06-107-0009,3
California,Tulare,6,107,11/5/2017,36,Good,Ozone,06-107-2002,3
California,Tulare,6,107,11/6/2017,53,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,11/7/2017,52,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/8/2017,47,Good,PM10,06-107-2002,3
California,Tulare,6,107,11/9/2017,31,Good,Ozone,06-107-0009,4
California,Tulare,6,107,11/10/2017,33,Good,Ozone,06-107-2002,3
California,Tulare,6,107,11/11/2017,52,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/12/2017,64,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,11/13/2017,61,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/14/2017,57,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/15/2017,60,Moderate,PM2.5,06-107-2010,4
California,Tulare,6,107,11/16/2017,49,Good,PM10,06-107-2002,3
California,Tulare,6,107,11/17/2017,34,Good,Ozone,06-107-2002,3
California,Tulare,6,107,11/18/2017,82,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,11/19/2017,77,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/20/2017,91,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/21/2017,111,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,11/22/2017,122,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,11/23/2017,157,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,11/24/2017,154,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,11/25/2017,101,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,11/26/2017,33,Good,NO2,06-107-2002,3
California,Tulare,6,107,11/27/2017,40,Good,Ozone,06-107-2002,3
California,Tulare,6,107,11/28/2017,60,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/29/2017,82,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,11/30/2017,117,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,4
California,Tulare,6,107,12/1/2017,121,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,12/2/2017,143,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,12/3/2017,116,Unhealthy for Sensitive Groups,PM2.5,06-107-2010,4
California,Tulare,6,107,12/4/2017,56,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/5/2017,80,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/6/2017,83,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,12/7/2017,87,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/8/2017,107,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,12/9/2017,150,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,4
California,Tulare,6,107,12/10/2017,152,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,12/11/2017,151,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,12/12/2017,155,Unhealthy,PM2.5,06-107-2002,4
California,Tulare,6,107,12/13/2017,153,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,12/14/2017,155,Unhealthy,PM2.5,06-107-2002,3
California,Tulare,6,107,12/15/2017,159,Unhealthy,PM2.5,06-107-2002,4
California,Tulare,6,107,12/16/2017,129,Unhealthy for Sensitive Groups,PM2.5,06-107-2002,3
California,Tulare,6,107,12/17/2017,69,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/18/2017,74,Moderate,PM2.5,06-107-2002,4
California,Tulare,6,107,12/19/2017,75,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/20/2017,60,Moderate,PM2.5,06-107-2002,3
California,Tulare,6,107,12/21/2017,81,Moderate,PM2.5,06-107-2002,4
