State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Butte,6,7,1/1/2017,67,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/2/2017,43,Good,PM2.5,06-007-0008,3
California,Butte,6,7,1/3/2017,38,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/4/2017,33,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/5/2017,42,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/6/2017,42,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/7/2017,40,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/8/2017,33,Good,Ozone,06-007-0007,2
California,Butte,6,7,1/9/2017,37,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/10/2017,40,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/11/2017,39,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/12/2017,53,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/13/2017,62,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/14/2017,76,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/15/2017,76,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/16/2017,92,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/17/2017,109,Unhealthy for Sensitive Groups,PM2.5,06-007-0008,3
California,Butte,6,7,1/18/2017,60,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/19/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/20/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/21/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/22/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/23/2017,39,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/24/2017,38,Good,Ozone,06-007-0007,3
California,Butte,6,7,1/25/2017,63,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/26/2017,58,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,1/27/2017,48,Good,PM2.5,06-007-0008,3
California,Butte,6,7,1/28/2017,62,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,1/29/2017,74,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,1/30/2017,78,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,1/31/2017,79,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,2/1/2017,91,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,2/2/2017,58,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,2/3/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/4/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/5/2017,40,Good,PM2.5,06-007-4001,4
California,Butte,6,7,2/6/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/7/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/8/2017,31,Good,PM2.5,06-007-4001,4
California,Butte,6,7,2/9/2017,38,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/10/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/11/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/12/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/13/2017,52,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,2/14/2017,57,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,2/15/2017,69,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,2/16/2017,51,Moderate,PM2.5,06-007-2002,4
California,Butte,6,7,2/17/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/18/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/19/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/20/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,2/21/2017,43,Good,Ozone,06-007-0007,3
California,Butte,6,7,2/22/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,2/23/2017,42,Good,PM2.5,06-007-4001,3
California,Butte,6,7,2/24/2017,44,Good,PM2.5,06-007-4001,3
California,Butte,6,7,2/25/2017,113,Unhealthy for Sensitive Groups,PM2.5,06-007-4001,3
California,Butte,6,7,2/26/2017,93,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,2/27/2017,42,Good,Ozone,06-007-0007,3
California,Butte,6,7,2/28/2017,55,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/1/2017,44,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/2/2017,50,Good,PM2.5,06-007-4001,3
California,Butte,6,7,3/3/2017,71,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/4/2017,39,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/5/2017,44,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/6/2017,41,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/7/2017,49,Good,PM2.5,06-007-4001,3
California,Butte,6,7,3/8/2017,52,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/9/2017,46,Good,PM2.5,06-007-4001,3
California,Butte,6,7,3/10/2017,51,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/11/2017,63,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/12/2017,47,Good,PM2.5,06-007-4001,3
California,Butte,6,7,3/13/2017,60,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/14/2017,58,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,3/15/2017,46,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/16/2017,38,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/17/2017,45,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/18/2017,43,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/19/2017,37,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/20/2017,40,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/21/2017,43,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/22/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/23/2017,40,Good,Ozone,06-007-0007,3
California,Butte,6,7,3/24/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/25/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/26/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/27/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/28/2017,46,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/29/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,3/30/2017,49,Good,PM2.5,06-007-4001,4
California,Butte,6,7,3/31/2017,46,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/1/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/2/2017,47,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/3/2017,47,Good,PM2.5,06-007-4001,4
California,Butte,6,7,4/4/2017,59,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,4/5/2017,64,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,4/6/2017,51,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,4/7/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/8/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/9/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/10/2017,46,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/11/2017,48,Good,PM2.5,06-007-4001,4
California,Butte,6,7,4/12/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/13/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/14/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/15/2017,40,Good,Ozone,06-007-4001,4
California,Butte,6,7,4/16/2017,45,Good,PM2.5,06-007-4001,4
California,Butte,6,7,4/17/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/18/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/19/2017,49,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/20/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/21/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/22/2017,43,Good,PM2.5,06-007-4001,4
California,Butte,6,7,4/23/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/24/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/25/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/26/2017,36,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/27/2017,50,Good,Ozone,06-007-0007,4
California,Butte,6,7,4/28/2017,51,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,4/29/2017,44,Good,Ozone,06-007-0007,3
California,Butte,6,7,4/30/2017,58,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,5/1/2017,64,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,5/2/2017,36,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/3/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/4/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/5/2017,32,Good,Ozone,06-007-0008,4
California,Butte,6,7,5/6/2017,37,Good,PM2.5,06-007-4001,4
California,Butte,6,7,5/7/2017,42,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/8/2017,51,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/9/2017,58,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/10/2017,61,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/11/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/12/2017,42,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/13/2017,42,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/14/2017,45,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/15/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/16/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/17/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/18/2017,40,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/19/2017,47,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/20/2017,71,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/21/2017,50,Good,Ozone,06-007-0007,4
California,Butte,6,7,5/22/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/23/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/24/2017,105,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,5/25/2017,51,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,5/26/2017,54,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,5/27/2017,58,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,5/28/2017,58,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/29/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,5/30/2017,60,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,5/31/2017,52,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,6/1/2017,50,Good,PM2.5,06-007-0008,4
California,Butte,6,7,6/2/2017,58,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/3/2017,87,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/4/2017,77,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/5/2017,93,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/6/2017,115,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,6/7/2017,61,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/8/2017,35,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/9/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/10/2017,38,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/11/2017,34,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/12/2017,32,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/13/2017,38,Good,Ozone,06-007-0008,3
California,Butte,6,7,6/14/2017,48,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/15/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/16/2017,29,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/17/2017,31,Good,Ozone,06-007-0008,4
California,Butte,6,7,6/18/2017,31,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/19/2017,61,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/20/2017,71,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/21/2017,46,Good,PM2.5,06-007-0008,4
California,Butte,6,7,6/22/2017,52,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,6/23/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/24/2017,105,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,6/25/2017,67,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/26/2017,52,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,6/27/2017,52,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,6/28/2017,50,Good,Ozone,06-007-0007,4
California,Butte,6,7,6/29/2017,51,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,6/30/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/1/2017,90,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/2/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/3/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/4/2017,100,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/5/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/6/2017,67,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/7/2017,50,Good,Ozone,06-007-0007,4
California,Butte,6,7,7/8/2017,58,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,7/9/2017,105,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,7/10/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/11/2017,77,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/12/2017,67,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/13/2017,77,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/14/2017,93,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/15/2017,90,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/16/2017,50,Good,Ozone,06-007-0007,4
California,Butte,6,7,7/17/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/18/2017,87,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/19/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/20/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/21/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/22/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/23/2017,108,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,7/24/2017,90,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/25/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/26/2017,77,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/27/2017,71,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/28/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/29/2017,64,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/30/2017,64,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,7/31/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/1/2017,122,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,8/2/2017,129,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,8/3/2017,101,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,8/4/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/5/2017,87,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/6/2017,54,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,8/7/2017,65,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,8/8/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/9/2017,93,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/10/2017,67,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/11/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/12/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/13/2017,59,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,8/14/2017,48,Good,PM2.5,06-007-4001,4
California,Butte,6,7,8/15/2017,65,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,8/16/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/17/2017,100,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/18/2017,105,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,8/19/2017,112,Unhealthy for Sensitive Groups,Ozone,06-007-0007,4
California,Butte,6,7,8/20/2017,97,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/21/2017,71,Moderate,Ozone,06-007-4001,4
California,Butte,6,7,8/22/2017,71,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/23/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/24/2017,76,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,8/25/2017,74,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,8/26/2017,49,Good,Ozone,06-007-0007,3
California,Butte,6,7,8/27/2017,51,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,8/28/2017,64,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,8/29/2017,108,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,8/30/2017,77,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,8/31/2017,115,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,9/1/2017,129,Unhealthy for Sensitive Groups,PM2.5,06-007-0008,3
California,Butte,6,7,9/2/2017,133,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,9/3/2017,108,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,9/4/2017,122,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,9/5/2017,70,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/6/2017,77,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/7/2017,61,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/8/2017,93,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/9/2017,80,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/10/2017,77,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/11/2017,115,Unhealthy for Sensitive Groups,Ozone,06-007-0007,3
California,Butte,6,7,9/12/2017,62,Moderate,PM2.5,06-007-0008,2
California,Butte,6,7,9/13/2017,64,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/14/2017,53,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/15/2017,76,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/16/2017,81,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/17/2017,84,Moderate,Ozone,06-007-0007,3
California,Butte,6,7,9/18/2017,52,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,9/19/2017,48,Good,PM2.5,06-007-4001,3
California,Butte,6,7,9/20/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/21/2017,78,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,9/22/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/23/2017,38,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/24/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/25/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/26/2017,44,Good,Ozone,06-007-0007,4
California,Butte,6,7,9/27/2017,58,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,9/28/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,9/29/2017,84,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,9/30/2017,55,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,10/1/2017,62,Moderate,PM10,06-007-0008,4
California,Butte,6,7,10/2/2017,41,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/3/2017,40,Good,PM2.5,06-007-0008,4
California,Butte,6,7,10/4/2017,42,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/5/2017,51,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/6/2017,51,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,10/7/2017,80,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,10/8/2017,74,Moderate,PM10,06-007-0008,4
California,Butte,6,7,10/9/2017,94,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/10/2017,154,Unhealthy,PM2.5,06-007-4001,4
California,Butte,6,7,10/11/2017,143,Unhealthy for Sensitive Groups,PM2.5,06-007-2002,4
California,Butte,6,7,10/12/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/13/2017,65,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/14/2017,43,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/15/2017,52,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/16/2017,64,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/17/2017,67,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,10/18/2017,87,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,10/19/2017,71,Moderate,Ozone,06-007-0007,4
California,Butte,6,7,10/20/2017,57,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,10/21/2017,39,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/22/2017,33,Good,Ozone,06-007-0007,4
California,Butte,6,7,10/23/2017,38,Good,PM2.5,06-007-4001,4
California,Butte,6,7,10/24/2017,52,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/25/2017,67,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/26/2017,71,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/27/2017,59,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/28/2017,65,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/29/2017,64,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/30/2017,57,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,10/31/2017,54,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/1/2017,71,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/2/2017,56,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/3/2017,66,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/4/2017,30,Good,Ozone,06-007-0008,4
California,Butte,6,7,11/5/2017,37,Good,Ozone,06-007-0007,4
California,Butte,6,7,11/6/2017,46,Good,PM2.5,06-007-4001,4
California,Butte,6,7,11/7/2017,50,Good,PM2.5,06-007-0008,4
California,Butte,6,7,11/8/2017,74,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/9/2017,38,Good,Ozone,06-007-0007,4
California,Butte,6,7,11/10/2017,36,Good,Ozone,06-007-0007,4
California,Butte,6,7,11/11/2017,49,Good,PM2.5,06-007-2002,4
California,Butte,6,7,11/12/2017,49,Good,PM2.5,06-007-2002,4
California,Butte,6,7,11/13/2017,43,Good,PM2.5,06-007-4001,4
California,Butte,6,7,11/14/2017,46,Good,PM2.5,06-007-2002,4
California,Butte,6,7,11/15/2017,53,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,11/16/2017,38,Good,Ozone,06-007-0007,3
California,Butte,6,7,11/17/2017,38,Good,PM2.5,06-007-0008,3
California,Butte,6,7,11/18/2017,68,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/19/2017,91,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/20/2017,64,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/21/2017,57,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/22/2017,89,Moderate,PM2.5,06-007-2002,4
California,Butte,6,7,11/23/2017,64,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/24/2017,64,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/25/2017,67,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,11/26/2017,68,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/27/2017,50,Good,PM2.5,06-007-0008,4
California,Butte,6,7,11/28/2017,51,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,11/29/2017,47,Good,PM2.5,06-007-2002,4
California,Butte,6,7,11/30/2017,70,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/1/2017,86,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/2/2017,93,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,12/3/2017,65,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/4/2017,42,Good,PM2.5,06-007-0008,3
California,Butte,6,7,12/5/2017,67,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/6/2017,92,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,12/7/2017,77,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/8/2017,96,Moderate,PM2.5,06-007-4001,3
California,Butte,6,7,12/9/2017,115,Unhealthy for Sensitive Groups,PM2.5,06-007-0008,3
California,Butte,6,7,12/10/2017,108,Unhealthy for Sensitive Groups,PM2.5,06-007-0008,3
California,Butte,6,7,12/11/2017,85,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/12/2017,85,Moderate,PM2.5,06-007-0008,2
California,Butte,6,7,12/13/2017,85,Moderate,PM2.5,06-007-0008,2
California,Butte,6,7,12/14/2017,83,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/15/2017,73,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/16/2017,42,Good,Ozone,06-007-0007,3
California,Butte,6,7,12/17/2017,42,Good,Ozone,06-007-0007,3
California,Butte,6,7,12/18/2017,77,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/19/2017,71,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/20/2017,37,Good,Ozone,06-007-0007,3
California,Butte,6,7,12/21/2017,52,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/22/2017,81,Moderate,PM2.5,06-007-0008,3
California,Butte,6,7,12/23/2017,100,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/24/2017,85,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/25/2017,91,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/26/2017,94,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/27/2017,79,Moderate,PM2.5,06-007-4001,4
California,Butte,6,7,12/28/2017,84,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/29/2017,78,Moderate,PM2.5,06-007-0008,4
California,Butte,6,7,12/30/2017,96,Moderate,PM2.5,06-007-0008,4
